text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @DrGJackBrown: THREAD:  Body Language Analysis No. 4381: Trump 'jokes' about staying in office for ""at least for 10 or 14 years"" • https…",FALSE,0,NA,2019-05-06T22:07:07Z,FALSE,NA,1125522404938330112,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ElizabethWoodv2,427,TRUE,FALSE,NA,NA
This morning #AGBarr refused the direct demand of the @HouseJudiciary Committee representing the co-equal branch of… https://t.co/iyVjq1198e,FALSE,32,NA,2019-05-06T22:07:01Z,TRUE,NA,1125522381726994433,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JacksonLeeTX18,11,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:06:52Z,FALSE,NA,1125522345312047104,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DanSmith112263,2408,TRUE,FALSE,NA,NA
"RT @TheGreatTrump45: #IndictCONGRESS
#Dems inciting a Civil War~Demand to know~
Where are they now? Obama's 680,000 Muslim Refugees unvette…",FALSE,0,NA,2019-05-06T22:06:51Z,FALSE,NA,1125522338555019264,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smitty50496761,3,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:06:49Z,FALSE,NA,1125522332229836802,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RosieM1919,2408,TRUE,FALSE,NA,NA
"The reverse half life of the NORMAL male #binary #CMCP ""collective male control policy"" #winlooping POTUS DYNAMIC,… https://t.co/zMVP4rtC4m",FALSE,1,NA,2019-05-06T22:06:30Z,TRUE,NA,1125522250998874123,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lensjockey,1,FALSE,FALSE,NA,NA
RT @BennettCartoons: 5/5/2019- The Mueller Report #AttorneyGeneralBarr #AGBarr #WilliamBarr #BillBarr #MuellerReport #MuellerInvestigation…,FALSE,0,NA,2019-05-06T22:06:24Z,FALSE,NA,1125522225711517696,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",th3r35i5t3r,20,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:06:16Z,FALSE,NA,1125522193897672705,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",arnacortazzo,2408,TRUE,FALSE,NA,NA
"RT @DrGJackBrown: THREAD:  Body Language Analysis No. 4381: Trump 'jokes' about staying in office for ""at least for 10 or 14 years"" • https…",FALSE,0,NA,2019-05-06T22:06:10Z,FALSE,NA,1125522165145665536,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",fireheather,427,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:06:09Z,FALSE,NA,1125522163316842496,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",den0076,2408,TRUE,FALSE,NA,NA
"RT @natespuewell: What Trump is fighting to keep from Congress:
-#MuellerReport
-#MuellerReport summaries
-Mueller evidence
-Trump tax retu…",FALSE,0,NA,2019-05-06T22:06:09Z,FALSE,NA,1125522162415222784,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DevinsHandmaid,7,TRUE,FALSE,NA,NA
RT @luizlemuz: @pinata1138 @DesignationSix @WhenCitiesBurn @Lather222 @CptnBlackbeard @Giimboden127 @MsPinkFink @FigVilleUSA @weirdo_kevin…,FALSE,0,NA,2019-05-06T22:06:04Z,FALSE,NA,1125522140730667010,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",dogbookcoffee,2,TRUE,FALSE,NA,NA
"@PuestoLoco Agree, but break in was spur of moment &amp; poorly executed. I think #TrumpRussia roots go back at least f… https://t.co/F4soZ69Rgn",FALSE,1,PuestoLoco,2019-05-06T22:06:03Z,TRUE,1125487188181962753,1125522139501645824,157099071,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",alaskawater,2,FALSE,FALSE,NA,NA
"RT @SallyDeal4: #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, you can at least read the 18 p…",FALSE,0,NA,2019-05-06T22:06:03Z,FALSE,NA,1125522135798173696,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Monctonscout,224,TRUE,FALSE,NA,NA
"RT @with_integrity: The Mueller Report - Expensive Estimations And Elusive Evidence

https://t.co/pmojxdGpHq

#Guccifer2 #RussiaGate #Muell…",FALSE,0,NA,2019-05-06T22:05:53Z,FALSE,NA,1125522094924738561,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realgrace31,87,TRUE,FALSE,NA,NA
"RT @SallyDeal4: #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, you can at least read the 18 p…",FALSE,0,NA,2019-05-06T22:05:52Z,FALSE,NA,1125522092034801664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",girlzinger,224,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:05:40Z,FALSE,NA,1125522042634297344,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",eliseambrose,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:05:11Z,FALSE,NA,1125521921062445056,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",nettoyerafond,2408,TRUE,FALSE,NA,NA
"RT @larryelder: #MuellerReport

Hat tip: @papagiorgio200 https://t.co/Zb8EuwrpXi",FALSE,0,NA,2019-05-06T22:05:08Z,FALSE,NA,1125521908861063168,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Derek1Peterson,773,TRUE,FALSE,NA,NA
"RT @PaulaChertok: @CNN @KateBolduan @CNNnewsroom @brianstelter @glennkirschner2 @DeadlineWH Don't fall for ""no collusion"" #propaganda. As @…",FALSE,0,NA,2019-05-06T22:05:00Z,FALSE,NA,1125521873960202240,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",sequoia2001,12,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:04:42Z,FALSE,NA,1125521798722801664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ReneeFiredup,2408,TRUE,FALSE,NA,NA
"RT @PaulaChertok: .@CNN, Pls do your job better. If giving airtime to Trump propagandists, be prepared to correct their propaganda. Marc Lo…",FALSE,0,NA,2019-05-06T22:04:41Z,FALSE,NA,1125521794079739904,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",sequoia2001,21,TRUE,FALSE,NA,NA
"RT @cv_monk: @JohnWDean Mueller is today’s Neville Chamberlain.
His #MuellerReport reads like he assumes the danger Trump poses can be cont…",FALSE,0,NA,2019-05-06T22:04:37Z,FALSE,NA,1125521777659195393,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JenTromans,0,TRUE,FALSE,NA,NA
@ChatByCC @Lrihendry I have no idea why Democrats insist the #MuellerReport will help them impeach the President. A… https://t.co/uXexv9DO7j,FALSE,2,ChatByCC,2019-05-06T22:04:22Z,TRUE,1125502950598512640,1125521715147227136,732980827,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EverymanVoice,1,FALSE,FALSE,NA,NA
"RT @billmaher: Democrats don’t seem to get it. ‘It’s in the rules,’ is not an argument that works on Donald Trump. You’re playing Monopoly…",FALSE,0,NA,2019-05-06T22:04:09Z,FALSE,NA,1125521661195948032,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kjg2104,1544,TRUE,FALSE,NA,NA
"RT @DrGJackBrown: THREAD:  Body Language Analysis No. 4381: Trump 'jokes' about staying in office for ""at least for 10 or 14 years"" • https…",FALSE,0,NA,2019-05-06T22:04:04Z,FALSE,NA,1125521638760443904,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",bannerite,427,TRUE,FALSE,NA,NA
"RT @JanZackBeasley: @EdKrassen An analogy to #TrumpRussia or #TrumpRussiaCollusion or #TrumpRussiaConspiracy...

Colluding, as described in…",FALSE,0,NA,2019-05-06T22:03:37Z,FALSE,NA,1125521527259258883,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JanZackBeasley,2,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:03:36Z,FALSE,NA,1125521522137890824,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",libjamesbond007,2408,TRUE,FALSE,NA,NA
"Were he not president, #Trump would have been charged with obstruction. | Prosecutors

#maga #MuellerReport… https://t.co/KuaRFiwa13",FALSE,0,NA,2019-05-06T22:03:32Z,TRUE,NA,1125521505276895239,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dewmegrl,0,FALSE,FALSE,NA,NA
@realDonaldTrump had a whiplash experience right after the #MuellerReport was delivered to #CorruptBarr.… https://t.co/yQ0oqViPaO,FALSE,0,realDonaldTrump,2019-05-06T22:03:28Z,TRUE,NA,1125521485718798341,25073877,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JackPolakoff,0,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:03:18Z,FALSE,NA,1125521445432508416,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Cuprikorn66,2408,TRUE,FALSE,NA,NA
"RT @TeamPelosi: It’s clear AG Barr is acting as Trump’s personal attorney, not America’s. 

Our country demands and deserves full transpare…",FALSE,0,NA,2019-05-06T22:03:07Z,FALSE,NA,1125521400389828609,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FrederickVarre6,10303,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T22:03:04Z,FALSE,NA,1125521385537835010,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mom_of_aaa,131,TRUE,FALSE,NA,NA
RT @SUR_Utah: Thank you @SenatorRomney for putting aside blind partisan loyalty and taking the shameful and corrupt allegations of the #Mue…,FALSE,0,NA,2019-05-06T22:03:03Z,FALSE,NA,1125521383910297605,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aquaribeck,62,TRUE,FALSE,NA,NA
"RT @DrGJackBrown: THREAD:  Body Language Analysis No. 4381: Trump 'jokes' about staying in office for ""at least for 10 or 14 years"" • https…",FALSE,0,NA,2019-05-06T22:03:01Z,FALSE,NA,1125521376377495554,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ArmyMongoose,427,TRUE,FALSE,NA,NA
"RT @AnonyMissBadger: ""If democrats do not #impeach Donald Trump for the crimes detailed in the #MuellerReport, democrats would be telling a…",FALSE,0,NA,2019-05-06T22:02:46Z,FALSE,NA,1125521311449714689,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Gsusluvme,9,TRUE,FALSE,NA,NA
"RT @SallyDeal4: @thegoodgodabove @alligold @joonbugger God, Everyone should read the #MuellerReport, but if it's just too much, they can at…",FALSE,0,NA,2019-05-06T22:02:44Z,FALSE,NA,1125521301375004672,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jj15ball,7,TRUE,FALSE,NA,NA
"RT @SallyDeal4: #TrumpsScaredOfMueller 

Everyone should read the #MuellerReport, but if it's just too much, you can at least read the 18 p…",FALSE,0,NA,2019-05-06T22:02:38Z,FALSE,NA,1125521277240741889,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TLove_077,224,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:02:37Z,FALSE,NA,1125521273336016897,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pissed_off_dad,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:02:20Z,FALSE,NA,1125521203844616193,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jr91403,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:02:09Z,FALSE,NA,1125521154733682690,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Maddygram,2408,TRUE,FALSE,NA,NA
"RT @Mindcite_US: How many patriots (American not Russian) born at night were born last night? 🤔

#MuellerReport #TraitorTrump #Military #Ve…",FALSE,0,NA,2019-05-06T22:01:57Z,FALSE,NA,1125521106708979713,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",plethora1948,42,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:01:43Z,FALSE,NA,1125521047443398656,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PedanticMonkey,2408,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T22:01:40Z,FALSE,NA,1125521035565174785,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KalineCountry,131,TRUE,FALSE,NA,NA
@pinata1138 @DesignationSix @WhenCitiesBurn @Lather222 @CptnBlackbeard @Giimboden127 @MsPinkFink @FigVilleUSA… https://t.co/7vC7obpG2c,FALSE,5,pinata1138,2019-05-06T22:01:38Z,TRUE,1125516133484978176,1125521024311812096,1012785276450689024,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",luizlemuz,2,FALSE,FALSE,NA,NA
@TheJuanWilliams comparing the #MuellerReport to Benghazi. Really? Four Americans died in Benghazi because Obama &amp;… https://t.co/WSOMAqX0lS,FALSE,3,TheJuanWilliams,2019-05-06T22:01:36Z,TRUE,NA,1125521017328349185,228747444,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DaveLapell,1,FALSE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T22:01:15Z,FALSE,NA,1125520930015535107,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IspeakMYmind77,2408,TRUE,FALSE,NA,NA
RT @RisePDX: @ANTIGOPMVMT something has to be done quick.... he is taking us to #ww3 to protect his power and divert from #MuellerReport,FALSE,0,NA,2019-05-06T22:00:53Z,FALSE,NA,1125520836310364161,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ANTIGOPMVMT,1,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T22:00:48Z,FALSE,NA,1125520818560172033,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LTgoldengurl,131,TRUE,FALSE,NA,NA
"RT @OliverMcGee: Retweet if IT IS WRONG of Sen. @MazieHirono to accuse AG Barr of LYING! 

@MazieForHawaii gives TRUMP DERANGED RANT arguin…",FALSE,0,NA,2019-05-06T22:00:42Z,FALSE,NA,1125520792098299904,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",squeekyandlove,442,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: Most Americans haven’t read the #MuellerReport and don’t understand how DAMNING its findings are.

That’s why @realDonal…",FALSE,0,NA,2019-05-06T22:00:16Z,FALSE,NA,1125520682249539585,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RaineyKD,193,TRUE,FALSE,NA,NA
Report Omission Shows Mueller Was A Political Or Professional Hack https://t.co/jc31lQGu6f #SteeleDossier #MuellerReport #Leftism,FALSE,0,NA,2019-05-06T22:00:00Z,FALSE,NA,1125520615408979968,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",ILfamilyaction,0,FALSE,FALSE,NA,NA
"RT @beachsidekim1: Am I the only one who finds it deliciously ironic how ""bat sh*t crazy"" the dems are about receiving the totally unredact…",FALSE,0,NA,2019-05-06T21:59:54Z,FALSE,NA,1125520589890912256,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",heavycpl,1,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:59:26Z,FALSE,NA,1125520474342154242,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JodySchramm,2408,TRUE,FALSE,NA,NA
@MSNBC #MuellerReport special counsel literally said the AGs report wasn’t misleading. He is not getting impeached.… https://t.co/fr6IRMWK3p,FALSE,0,MSNBC,2019-05-06T21:59:19Z,TRUE,1125513597898186753,1125520444961054720,2836421,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ProviderOfTruth,0,FALSE,FALSE,NA,NA
#QAnon #QArmy #MAGA  #FollowTheWhiteRabbit #QAnon #GreatAwakening #SpyGate #WalkAway #MuellerReport Michael Cohen… https://t.co/u4N3OES3qz,FALSE,0,NA,2019-05-06T21:59:19Z,TRUE,NA,1125520444574945281,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NewsPuppet,0,FALSE,FALSE,NA,NA
RT @lensjockey: YOU CAN'T IMPEACH A PARADIGM. SHORT men NOW for high #ROI. This is ALL male #gaming—Everything is—in the NORMAL male #biCOM…,FALSE,0,NA,2019-05-06T21:59:19Z,FALSE,NA,1125520442620563456,NA,"<a href=""http://andrewmmorris.com/"" rel=""nofollow"">Autism_twitter</a>",andrewmorrisuk,2,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:59:15Z,FALSE,NA,1125520428343144449,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ifootworx,2408,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:58:38Z,FALSE,NA,1125520271463424000,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",dezigner1,2408,TRUE,FALSE,NA,NA
"""Multiple individuals affiliated with the Trump Campaign also promoted IRA tweets"" -Executive Summary to Volume 1 o… https://t.co/TdhIYtF3qC",FALSE,1,NA,2019-05-06T21:58:30Z,TRUE,NA,1125520239393820672,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TheMuellerRepo7,0,FALSE,FALSE,NA,NA
RT @SidneyPowell1: Raise your hand if you think Joseph Misfud was working for MI-6 and coordinating with #Brennan?  It all started well bef…,FALSE,0,NA,2019-05-06T21:58:05Z,FALSE,NA,1125520131336167425,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RogerB94640492,1206,TRUE,FALSE,NA,NA
RT @StormIsUponUs: The #MuellerReport itself contained lies! The counter-investigation into FISA abuse will show an elaborate seditious spy…,FALSE,0,NA,2019-05-06T21:57:59Z,FALSE,NA,1125520106438545408,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",antasc1d82,2352,TRUE,FALSE,NA,NA
"RT @JanZackBeasley: @EdKrassen An analogy to #TrumpRussia or #TrumpRussiaCollusion or #TrumpRussiaConspiracy...

Colluding, as described in…",FALSE,0,NA,2019-05-06T21:57:40Z,FALSE,NA,1125520027367686144,NA,"<a href=""https://script.google.com/macros/s/AKfycbx4vGUVr8-ffs5hEehcDk9bs6qgNF12LQGYA-DNXR98KM8VKVBF/exec"" rel=""nofollow"">JGio Bot</a>",jgionova,2,TRUE,FALSE,NA,NA
"RT @TheLoyalO: ""Unchecked obstruction...puts our whole system of justice at risk.""

Today, 375 former federal prosecutors signed a statemen…",FALSE,0,NA,2019-05-06T21:57:34Z,FALSE,NA,1125520004928110599,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",your_neighbors,131,TRUE,FALSE,NA,NA
"RT @KevinEvens: @realDonaldTrump Everybody knows that if you weren't the illegitimate prez, you would be indicted by now.

If the #MuellerR…",FALSE,0,NA,2019-05-06T21:57:29Z,FALSE,NA,1125519983981813760,NA,"<a href=""https://script.google.com/macros/s/AKfycbx4vGUVr8-ffs5hEehcDk9bs6qgNF12LQGYA-DNXR98KM8VKVBF/exec"" rel=""nofollow"">JGio Bot</a>",jgionova,1,TRUE,FALSE,NA,NA
The resolution to h9ld #Barr in contempt of Congress. Includes very concise arguments based on contents of… https://t.co/21pI9F9ZOH,FALSE,1,NA,2019-05-06T21:57:20Z,TRUE,NA,1125519943519223808,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",alaskawater,0,FALSE,FALSE,NA,NA
"RT @StandUpAmerica: THREAD: Trump and his allies are absolutely terrified of Mueller and his report.

Trump is scared of Mueller testifying…",FALSE,0,NA,2019-05-06T21:57:09Z,FALSE,NA,1125519897117765637,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Coldwetnose,16,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:56:53Z,FALSE,NA,1125519831204163585,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PatriotTruth1,2408,TRUE,FALSE,NA,NA
"RT @kokanovich: As a prosecutor, I spent years deciding whether to charge individuals for crimes. I would have charged an individual for ob…",FALSE,0,NA,2019-05-06T21:56:47Z,FALSE,NA,1125519803857428485,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",beth4158,8,TRUE,FALSE,NA,NA
"RT @rgoodlaw: Dear media,

If interviewing Giuliani, you may want to note:

1 #MuellerReport directly implicates Giuliani in dangling Manaf…",FALSE,0,NA,2019-05-06T21:56:46Z,FALSE,NA,1125519799528742913,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",healthcare4safe,5214,TRUE,FALSE,NA,NA
"RT @DrDenaGrayson: 🚨BREAKING: after Bill Barr *refused* to turn over the unredacted #MuellerReport to Congress today, @HouseJudiciary Chair…",FALSE,0,NA,2019-05-06T21:56:43Z,FALSE,NA,1125519789127081985,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KardaszMichelle,2408,TRUE,FALSE,NA,NA
"RT @StandUpAmerica: AG Barr is making a mockery of our Constitution. 

He ignored a subpoena for the unredacted #MuellerReport.
He refuses…",FALSE,0,NA,2019-05-06T21:56:40Z,FALSE,NA,1125519775352811521,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DavidMarbley,38,TRUE,FALSE,NA,NA
RT @TheLoyalO: The House Judiciary Committee likely will hold Barr in contempt of Congress for failing to turn over the full #MuellerReport…,FALSE,0,NA,2019-05-06T21:56:35Z,FALSE,NA,1125519754406457344,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bob92075,312,TRUE,FALSE,NA,NA
"@robreiner 

Congressman Jerry Nadler has a big conflict,” our source tells Big League Politics in Washington, D.C.… https://t.co/23jgCvXPI4",FALSE,0,robreiner,2019-05-06T21:56:24Z,TRUE,NA,1125519710441832451,738080573365702657,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",narsa2556,0,FALSE,FALSE,NA,NA
RT @SUR_Utah: Thank you @SenatorRomney for putting aside blind partisan loyalty and taking the shameful and corrupt allegations of the #Mue…,FALSE,0,NA,2019-05-06T21:56:22Z,FALSE,NA,1125519702015348737,NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>",mike95060,62,TRUE,FALSE,NA,NA
"What Trump is fighting to keep from Congress:
-#MuellerReport
-#MuellerReport summaries
-Mueller evidence
-Trump ta… https://t.co/YUZQh4okNO",FALSE,8,NA,2019-05-06T21:56:13Z,TRUE,NA,1125519661309628417,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",natespuewell,7,FALSE,FALSE,NA,NA
Hundreds of former Department of Justice lawyers have signed an open letter arguing Trump would be charged with… https://t.co/tWiGbT8VGA,FALSE,0,NA,2019-05-06T21:56:09Z,TRUE,NA,1125519646537338880,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tmaythai,0,FALSE,FALSE,NA,NA
